Severity,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Weather_Condition
2,73.3698426442153,27.23845792632895,28.22756135738476,5.695627406649163,45.40345221922712,Clear
1,40.9554852759652,83.20620967541508,28.60587242315707,6.565106489473632,4.116367978587526,Clear
2,113.43681601517929,8.372413310890991,29.973132007466027,1.1552401230774445,7.7449455879149305,Cloudy
4,80.69432808061646,77.31386728852775,29.330504147650124,4.760180378841073,11.42264999359266,Rain
4,110.22312840075699,9.993690656861954,28.87209944094076,3.5701864408854123,25.449374192708458,Clear
2,53.86231625810319,88.1189236894309,29.255901568143937,9.733686162401218,39.55860166504836,Rain
2,16.246598471039547,30.42045181350037,29.335598938811902,0.4962393417946742,3.5727762382475103,Clear
2,-12.604263908938922,65.43933648305747,30.73165675246479,2.9829420305992302,31.84064928292143,Cloudy
4,81.65187920773907,48.750227862027984,28.310374851114858,9.41862194091722,7.466772813520989,Rain
4,-3.0175802792252213,36.630314526233896,28.839192240422847,9.834961831843295,48.57285339381326,Rain
1,22.388517958075404,64.54418331834965,29.61269444974814,8.249016077271335,44.93867154258709,Clear
1,54.54592710374564,94.7522980551238,30.094860779891775,0.7599824401640931,47.4791424472876,Fog
4,59.01832228916467,4.126974737462186,29.89191186687773,5.613550283435403,5.308193879135404,Thunderstorm
2,64.08164757819904,91.88528558831042,30.824928213212182,4.001229926704672,24.401819142709595,Fog
2,3.2757462489580895,60.908165502101355,30.38682677445842,8.064525676954016,8.262328349918763,Rain
1,33.163236675030824,80.73143007690523,29.671230525923292,0.5502423557133329,30.017777539158313,Cloudy
4,66.40719179637534,38.38749534342776,28.64404807502052,1.9712875164470212,11.636955633093205,Clear
1,115.77464104872988,47.18429748376137,29.35262269420672,4.891950662226295,38.531549168448535,Clear
1,81.86835927795642,86.8850751801164,30.080146732583433,1.5764766294782695,32.200130032483386,Rain
3,109.16452599315409,41.48479698098231,30.513886524508255,6.927151426942983,28.580229714363437,Clear
3,86.70968816398478,53.4659566749085,30.87920867326716,8.207672211397982,41.261357898266496,Clear
3,62.84037564493606,2.0194923084332905,29.816358298413753,7.045198936276434,25.013651541747446,Rain
2,6.883271679088235,15.85980058380423,29.580758101913297,4.402837136399823,13.49258701728423,Rain
4,73.33599126495183,64.16865079747997,28.053075769363446,8.783876662526461,31.035274840004405,Cloudy
4,67.27313923438699,71.69769010638771,28.21629720745054,1.376861317199417,47.853131609890305,Clear
4,64.3456838640173,58.26009367844994,28.4683149929122,2.603385838990089,30.057968167210287,Haze
4,48.57002151835371,14.331003627561067,28.164279793568884,4.895396852523033,31.480972451971535,Clear
3,54.01192455849859,44.540542857783485,29.202589716414778,0.6133859887925197,46.73753406298321,Rain
2,26.821953796534572,35.50947663631898,29.010635635416616,0.9568578156654728,25.763755015387247,Clear
2,52.703776969922444,49.56613440350883,29.91206247360518,3.9744337172237207,49.81787308573962,Rain
3,7.657826794986956,87.03290345540942,29.60699532380021,9.43886296734554,7.983102176653772,Haze
2,92.72441563045275,77.58614386586518,29.787912278163578,9.084136932770003,26.85199215061601,Fog
3,6.008773657819091,8.398950138915895,29.41593160881296,4.659748582784111,10.645042050719072,Clear
4,-8.104719415474701,89.03091977745643,28.833211445662773,1.4215854451073007,22.66631841703463,Rain
3,41.074443690002035,47.17671511498236,30.85847594483943,1.7810765595843558,8.528695475088405,Rain
4,72.16304153084866,74.38621448859985,28.259227479280415,3.7754605460912725,11.126438576290305,Clear
4,41.28035549069579,14.003923126435215,30.816672998395923,2.100741950867814,10.540002481613175,Cloudy
1,18.7455784731832,67.07195257070481,28.933714140594205,0.8297559439037783,16.001566951200395,Clear
3,58.1439657446617,23.632601760945793,29.537984336101893,6.737774835199971,6.730251725941821,Rain
1,28.58032695770799,43.83808971409315,28.32652696848264,5.814486377926949,40.46710874875081,Clear
3,110.60147661772862,1.6862870082104409,28.212793205113027,2.912967579780851,11.033779864610677,Clear
3,109.1703195445001,15.161063793047603,29.28863634615581,7.789483825523042,20.828449757168755,Thunderstorm
1,50.33205479609336,9.208049312361977,30.225092129139036,7.759488877058345,0.8028569115012152,Clear
1,25.90375916255619,23.974417293825844,28.80809433264565,4.910019702127618,5.244077164089106,Clear
3,83.19853795392947,10.001809002432227,29.68704366680596,0.9653255551189388,44.813595020662575,Fog
2,-14.86018791237067,69.19100266195619,28.835951021568455,9.184694001013575,41.85801019202227,Clear
4,46.46766084611117,2.903990220921937,29.16583918267912,6.686605235409713,42.04612262275973,Rain
1,27.08527519784669,61.774050062499796,30.719338955421474,2.4705081915195093,20.567670862742855,Rain
4,108.87502391435766,14.070783082557426,30.56751887648476,6.104545470342266,7.07653994258321,Haze
2,-18.319576181824445,94.51614571778968,29.54805263025289,4.050214958276302,5.3947260747158055,Fog
2,57.39408260056888,93.30940731098542,28.714316882416234,6.35349639735958,30.28013624003577,Haze
2,83.69290134932764,22.55031025209626,28.57955173819907,4.738708957310208,41.40966274543148,Snow
1,47.90251825336577,61.442129822302945,30.86226205910714,4.854721502397334,45.00572410701215,Clear
2,-8.043575777218967,2.8005319472458434,28.608149789532064,7.358820919073593,14.436582528011327,Clear
1,116.14459460390631,93.17885430511741,30.42450493273762,6.137257460639757,16.051328491672678,Cloudy
2,52.52146039265371,52.29873081917097,29.106910628606613,0.7995269124422566,5.043832843071233,Rain
4,65.98607420466159,4.322315141777899,30.956979542674716,0.6537357044630365,38.7204894634006,Clear
4,13.125369579051025,34.24999930081374,29.104467221088363,3.0500923749672526,13.784513556056943,Thunderstorm
3,47.68973191495253,7.684946186123421,29.054549874732178,4.302459965387463,24.04647347817148,Clear
4,40.08092887416506,39.294443937335984,29.91239088663287,2.7522255917928606,46.444865226441614,Rain
3,-9.514582119722277,66.9926342161323,30.88455041988046,6.514598580699181,37.61078651624685,Fog
4,-5.137550503354589,46.98899080414396,30.9286288173893,1.951079317256219,2.636894814453589,Fog
1,97.24615274662844,38.37221747194545,30.121618439400955,7.041410963961697,0.4077297229714838,Clear
4,13.574793308922636,11.91570455404648,30.26381909690906,7.731507418889302,39.3703962940204,Rain
3,7.294158009808275,24.493904569365633,29.690206527919084,1.2431930759565057,27.625011848934783,Clear
3,50.68760317501949,10.014328773835112,30.267327217396996,6.508062433629879,36.01672046813504,Rain
2,87.62459839075181,80.74987316566607,30.57933896491149,9.614359759001141,7.840766091330675,Rain
1,-11.327487398941692,13.523982798472256,29.45828590958507,1.9282381726334674,43.602392498531,Cloudy
4,60.75310874935582,59.53733665488935,29.859586788490308,9.093028311161545,38.666248950723094,Clear
2,-3.3105380023197313,34.27404135888459,29.611950085699142,6.060479492740166,44.541945702730686,Cloudy
4,-14.895452884413416,22.59783846551835,29.68741184058603,5.909448673317119,17.054804132873542,Fog
4,-12.615846697289566,63.946843949210376,30.670143729621824,0.5192268232086716,13.785259764162316,Snow
2,96.78297514918178,45.700230937694066,29.066850490616712,7.4830027838639825,7.586571996196345,Clear
2,-3.483852292071383,40.01454672845591,28.624552076801873,4.782730526480582,46.504425397349856,Clear
2,-13.678808982279127,59.285200489222156,29.368840330820888,7.211743918351341,8.841460177892035,Fog
2,41.30598420000772,49.12676284900007,28.624255571443797,8.09181103446606,5.965861685575252,Haze
2,98.15908607188346,30.34842085515608,29.49520127698606,5.237963733722786,9.633910449339117,Rain
4,16.73717270850227,55.906128776525165,30.710524316071176,2.6364431327831417,38.56908633800566,Thunderstorm
2,39.039766453628296,66.94985765506945,29.852300561447432,1.4157249139281336,44.47646174914405,Rain
1,-14.410845441074828,2.669315858685428,30.566298559909235,1.6050312793241428,40.54567282482122,Cloudy
3,42.87099197888262,46.58717289076753,28.498572758846535,8.669346539457987,28.161927643564237,Clear
2,60.86583128919871,5.768328458354377,30.70262077761153,1.2357809563038868,49.694212538886156,Fog
2,59.92698752530028,18.640541406811106,29.805361493221348,3.8469407304656844,3.4427032246724387,Cloudy
4,26.53973690441112,56.05087340779731,28.09527936622144,3.3427464628903083,43.35958389108128,Cloudy
2,24.174645292838974,86.61889152655807,29.89935686585511,8.654556667389702,21.385693085688445,Fog
2,-5.072693348876296,88.28056791884849,30.854190868782755,4.776935006942916,22.75611743527332,Clear
2,31.351764890477575,6.994401013863127,28.237501001426086,9.964464173481376,6.379744682564025,Rain
4,-6.070746357784948,41.91050862867066,29.747368391408717,7.370547463031447,1.6716487176914208,Clear
2,87.32343225968722,58.30064830045513,30.746435808609142,8.509235754042857,15.831416303471663,Clear
3,115.27840168474603,14.70699045503434,28.029085505003124,0.9867226602667489,8.742676655696464,Clear
4,115.81042393333897,76.54322167447717,29.89273877939747,2.5310225526489596,24.16693780356558,Clear
3,101.10995391255514,74.42352584372388,29.424706875492888,1.3544619557182824,7.366526302688597,Snow
4,64.11090090754668,90.33410137067946,29.04096795594583,4.636219724005597,6.896386825113787,Snow
2,78.12119761414318,0.8486012083443017,29.88260946983613,7.182874881619098,43.848949205192476,Clear
3,19.92881237525797,21.668424398900264,28.15810628376225,1.6906356820300017,46.06473506632045,Snow
4,68.30785882416689,82.71867142453218,30.2591891388622,1.301685445697388,48.210810429395494,Clear
1,43.79093692158284,67.05800508269354,28.013438430759123,6.146087487804404,34.0251221436956,Clear
2,47.48242756877055,89.43898536984908,28.920807231377058,2.3031275376342397,38.55082523979347,Fog
4,86.08871845252212,5.717965453026652,29.511875913054034,4.7932507175374095,41.78923776213146,Clear
1,19.46856978361523,59.696396571644286,29.131066751699656,0.5111772772771772,32.94610295603322,Rain
4,24.52554563723278,56.904657489367416,28.92242780561675,6.806128120674648,16.512155235126457,Clear
1,109.44985075800912,3.567441636053237,30.492505436404286,5.4131638164205365,7.8193499216762055,Snow
2,-12.128598720863886,51.35220769124835,30.804497722815725,6.474228989586328,11.863665357907504,Clear
3,47.98880177786765,60.952031130992424,30.621138054717665,2.7540638005974607,42.02070257024813,Clear
1,107.79211205710064,19.12931742021072,29.567293939149998,2.786029753615311,34.80486191434206,Clear
4,65.45082109454198,27.332958312466292,30.65249252558045,8.013605330907582,22.789788176307578,Fog
2,56.496990389698496,64.03473462977371,30.762584695544632,7.185623129848262,1.4702538590226355,Clear
1,14.96418509210973,46.83009475999583,29.227715191142387,5.797286511986146,13.310218521694155,Clear
4,28.05856846902276,85.80136575683268,28.850337578516335,6.281434757820805,36.44487465628819,Clear
4,99.28677821265701,34.238176600918834,28.29479561743996,0.9404417950110544,25.619361754751147,Rain
4,58.29053844758414,26.665965838820117,29.43727576314769,8.561713044512535,21.776624724122502,Clear
1,52.063907125949186,98.48659403448427,30.838890761315323,7.699070330116626,15.683970038995387,Clear
1,-6.058840104395951,91.11357701300834,29.682722584211113,5.904915338234477,30.346591528851196,Haze
1,-17.756058096282764,2.899274499897986,30.002686305358516,9.185951311009072,48.319269268584456,Clear
3,114.91592641618686,77.0728615306566,28.338651455475542,1.686379076993998,45.0561821648753,Rain
1,32.77806342015783,11.033477382520296,28.430558992426768,6.866573860341668,1.5248969042141014,Haze
1,64.4498286939306,2.748519482937095,29.39341978587902,9.629817776521609,24.04769112917229,Clear
1,-8.839889753780101,27.36955159663489,30.853794396951177,3.100089645699209,16.473464902347384,Snow
3,75.63600000122652,26.93458790611043,29.082353924774587,0.15292314067509527,25.530233116990047,Clear
1,110.55933921883454,81.93187623469646,30.6324521239526,7.348674669691331,30.31068449358574,Thunderstorm
4,60.593135419638756,71.06672459428351,28.360865780277134,0.06980324456127063,10.00140339987734,Thunderstorm
1,-2.34385486744252,98.16094273320142,29.85105162080113,8.72533649182167,39.07840347741281,Clear
4,61.44101384628674,71.15129003118184,29.801838930731556,0.5630125210356984,23.753402504298315,Clear
4,87.28860983465133,41.82555532560479,30.579624250210806,6.5276472987187715,49.600302744912305,Rain
4,36.89831512036261,69.89276609452169,28.009950113214703,3.7718414442315042,1.2563692871780607,Haze
3,103.1772847118055,99.9459067186402,28.569795001592716,2.033406537167328,9.485958809322925,Clear
3,70.81561347003102,71.01418825625281,28.659062876288445,8.98258399853829,34.481490028019905,Haze
3,105.89484856048836,76.16813559803182,30.849898264272213,7.462458519268623,34.75898732627794,Cloudy
1,67.29074357462721,93.83650151902594,28.461080968809686,3.4044056614326013,29.10941122084725,Clear
4,-1.6196839193246078,11.365126131168335,28.11088705066168,2.84153092857225,48.59800143453143,Fog
3,23.356839554726477,70.47842934477269,29.603384484225423,7.360122941611394,20.765750435996672,Clear
3,8.251292755343968,85.0805957967449,29.585675387301045,8.365707626063305,20.85184060337597,Rain
1,107.23570968036073,95.43786002208931,30.53214089610359,7.1585046429580945,45.523818161208666,Clear
3,86.45600942024757,21.096928971169937,30.846578950533406,6.399892250357414,26.922089099840534,Rain
1,74.69577164740085,50.39290077242442,29.615636326420393,2.2792472518864884,17.68638307928002,Rain
2,22.135284748427033,68.05548476444818,30.789982547258965,8.528039832764723,35.94689929169295,Rain
3,5.766268087029893,24.746772950133746,30.17547745389949,7.496619834583749,30.983530909376373,Snow
2,85.90315231844765,60.04728632502741,28.793677383986754,5.172742897664144,15.320502514329576,Snow
1,46.38211242307115,25.757878249799937,30.78526213283178,5.115877622667807,14.896439904060783,Haze
4,11.610537301088076,33.34570205316473,30.002329528545623,5.6917302780734635,19.780639876362738,Fog
3,66.32707694313851,44.15186965108651,29.242287798227903,8.282763941786627,3.5810032830096814,Snow
1,-14.353260700616723,52.919009874656695,30.040726253550794,7.422595488375575,47.130845124381956,Clear
4,25.66383557795549,44.93658716251506,29.20393848323125,8.562449939458833,9.151002009833253,Clear
4,45.59797924275885,49.319551978792916,28.342551303963877,5.0728277165872235,9.691215116386026,Clear
2,0.7141667753168193,29.858875628829264,30.1569362415307,6.246490590182572,32.35192025085388,Rain
1,117.85162686271755,15.89650940226306,30.472262836512233,8.545718068959795,36.212352364990565,Snow
4,9.273631042545997,4.734997732683944,30.186418597058164,2.3232006017671534,36.84177297999362,Snow
3,-1.7505617939428255,19.59787224916677,28.68734400327003,4.44020680256224,18.75375117521155,Haze
3,8.494882344165497,58.1943641505783,30.86990504043284,6.20652236979387,43.66644764549628,Clear
2,87.66855864236139,78.61154478031324,28.07576368507347,9.151462573581014,27.199953087402218,Snow
4,39.570792298057995,16.924759744289453,28.99805589212692,0.15836011046124976,21.929377608127776,Cloudy
1,59.15823156535532,10.855535777264846,28.780277303604688,2.1257315817322753,40.519323043283364,Rain
3,-17.058718021909495,74.92903605492502,28.144378682844554,2.344505077612904,12.178062461191885,Rain
4,-15.179616799735962,30.51583305372897,29.217189078966005,3.2661268026179426,43.00927217177596,Thunderstorm
4,42.415576975782265,95.14994392273525,29.869344520488323,2.8178662042067892,26.941469728246375,Rain
2,94.33173404822729,71.4317970610373,30.647658590455304,5.901387855622387,45.002907883656825,Fog
3,103.93344301905913,32.675604724303085,30.96906914857441,8.856202642547453,10.080626552787958,Thunderstorm
3,-7.86108053661037,28.954274779370493,30.424268759213195,6.369778410723894,46.803153800121294,Rain
1,55.370834294143194,52.3698386271309,29.406041556138476,2.4152655895435915,34.39383709861951,Clear
3,107.85215607909787,7.914466827820943,30.171113277901092,8.637528500700846,30.91642634011928,Cloudy
1,34.31618561570409,11.7676512645299,30.530871365768924,6.320457891475133,21.103375974150367,Cloudy
3,96.1392163999716,17.58578813161925,29.395921589256044,2.189621249879016,47.81574999828621,Clear
2,-1.2826083840789302,77.47235933045602,30.355163302076498,3.6166653716650323,22.195981415575638,Rain
3,110.95522855349182,51.38573592691225,29.44795725493863,7.899648067397825,24.927147622378794,Rain
1,85.19926445438237,1.0567122774442939,29.159487972630167,7.389311814871142,39.07490542926563,Cloudy
1,111.78681499016622,67.3516527472109,29.578272513351283,5.765823695056426,14.242121480635305,Clear
2,74.72641269735091,42.36901786604971,30.027564212881433,1.4476750274056183,14.574765640689591,Rain
3,30.87655047991978,51.08523649637979,30.180646168955793,8.032892973145042,38.764884381061,Snow
3,111.34536415346113,21.411624341293557,29.070208806676323,3.075425285527481,6.428989459505397,Rain
2,18.579348683284984,55.17822283941036,29.713960754668104,7.715979389991624,41.148226014651165,Haze
3,26.504153088642553,97.91532397514887,30.72961262224134,6.475663657622588,31.258750415492415,Haze
3,78.11317852024365,7.344469100576145,30.92893870033192,2.641702816435182,26.954188320163553,Clear
1,87.14428193355408,28.391739966443062,28.681744273551864,2.1236922813265666,11.455469108994077,Clear
3,110.11648773888155,24.299759286082978,28.578493497140023,1.3090992325771877,39.318408467220436,Clear
3,8.672337267869331,24.85493107511796,30.030056900285945,2.4194623658811576,40.247654475437464,Rain
2,91.71972493069136,37.87063575653773,29.244051657470333,1.5782902244913999,24.14709339382589,Snow
2,83.39644747557489,81.81097847441676,28.07266701525441,6.170512477877513,19.45844874286044,Rain
4,-11.068762124496299,91.28586899643874,29.040585611941854,5.987831189772535,12.308091876196992,Clear
1,34.21123976942897,20.22150874589733,30.420234230416757,5.861720601327972,37.71170085445875,Clear
3,19.587163988413806,54.294993794811276,30.39228079114955,6.418898092248384,31.97259615633531,Clear
3,22.628659409564257,63.68989721654803,29.484055446449744,8.147845339645663,10.331551468342887,Rain
4,117.61256313765813,52.18274743638449,29.417733804662607,9.135527115498034,39.72340398424504,Snow
3,69.9888378871899,43.407639419691954,29.738522327303134,2.3037553790176215,44.110265667922974,Clear
1,80.47466209108994,19.197550585923786,28.658190131690727,5.8777449016892565,2.962363137412294,Clear
4,116.7264692241013,48.82193591992385,29.578130874672866,0.7833622124727146,38.621031901202066,Fog
1,32.80824954406942,40.12148277113289,28.033139080169946,1.2014243835559513,42.64009667138263,Cloudy
4,92.25762358339283,79.55633625022696,29.426678664349403,6.5433931296139045,49.57539497372735,Clear
4,40.83433486262935,76.36043591629952,29.008153138751776,4.865805616904508,11.880074946868346,Rain
2,101.73471405409717,13.39986812056707,30.024608817710977,7.583320868344337,18.55016026071264,Clear
1,5.292055783582445,8.851905256306758,29.915060752457883,4.256774809905713,48.30955461004395,Clear
3,112.67606478899916,90.8153943227503,29.142507640548427,1.275984068329381,4.700777514679222,Fog
3,10.628039177523153,53.55083889644977,28.021818944435775,8.720536538308254,26.185392195737705,Clear
1,25.670870977330416,85.78009372825906,28.75682088818488,0.8288847114532227,25.337228991894385,Snow
3,85.86691277494927,5.815112056640115,29.90004355056749,1.8896464253538203,30.327386944058183,Thunderstorm
3,35.125719819156934,52.651561652163025,28.217120029052513,2.76976865961851,16.539630742314504,Fog
1,65.14959274730253,53.94265145762363,28.322927265500393,9.952806070654267,46.29590443358957,Rain
4,42.24029014971999,86.07020325421499,29.941105073701262,4.168598201759838,13.50306304795364,Clear
1,83.93179119256945,9.760999822970751,30.267302202847876,5.0170853047811494,32.484775879220116,Clear
4,11.96637533160552,24.04455636759093,28.964649124038136,7.696967509738685,24.796351137746807,Fog
3,-11.815881786837219,40.65383138870131,29.469019196549684,6.364155853388137,13.333672624003995,Clear
3,21.99011564622927,86.58414754199421,30.837134094950976,8.414206919413335,9.442689786121349,Clear
3,46.40321308158023,93.8883315070567,30.836630686527908,4.864334585878938,47.82810621288295,Clear
2,3.5228073069750003,99.27246195936279,28.92250832339029,9.72177687493222,28.064573079789294,Clear
4,29.671620551894414,95.91934864585215,30.429963625051272,7.96812361586308,30.20954561122209,Snow
2,35.9976225610996,0.5941755844354413,29.781832158420578,4.013653883132652,39.14477295209892,Cloudy
2,-11.965141883641703,4.770834145387203,30.92645348005114,3.8127182294524795,4.061332929989159,Haze
1,61.66301474578863,14.760681915758866,29.432840709133288,9.294911920442178,35.688213389838936,Fog
2,103.80807991598026,34.88620967702731,30.324120604046684,6.844156358147172,8.25700687861602,Clear
1,1.2440078134273378,82.99180309869587,30.304411388844613,6.2143363452563865,37.0240542538228,Clear
1,63.69312187621196,89.26561953354805,29.49229860289923,7.5783063743381085,7.066433581368864,Clear
2,73.06348868751847,18.683440629458303,30.386890342891924,5.608338281117114,41.624684993679814,Clear
4,38.706855258700365,61.966415161970865,28.78312099992099,1.5916677308572669,34.050813036350625,Rain
4,78.1536622309978,91.73619850652766,28.366759108870685,3.192154620784311,19.29451444262102,Thunderstorm
4,37.50241608874168,46.37317359313208,29.275491233965948,5.579448637089698,17.941722195129174,Snow
4,50.64922031684088,10.354357195278396,30.830891969900755,0.18167820927166956,7.4473531777959785,Cloudy
4,-18.970573762380223,45.781365008462494,29.502233824607586,4.373507049632278,45.20266778830583,Rain
2,76.84081597885644,37.579490228805724,29.905777415940783,7.558028792759367,5.926463642440622,Rain
2,72.58797505226141,57.7657996066007,29.872487367723625,1.6423400451627235,23.60386942645628,Thunderstorm
3,-14.623877174311762,43.865868440710365,28.39771860180859,0.6455895015690571,11.825922739490174,Fog
4,31.555015035318632,1.7345926853717941,29.170890647131632,8.360291407276986,49.8163754009513,Rain
2,117.06445771083344,99.39977334136711,30.120816918765623,6.17273868463362,29.292202575934912,Clear
3,38.90311875960635,54.354023773057094,30.915970295742177,1.7657897248946397,7.479225169550641,Clear
4,50.27235671845784,47.363075548460955,28.50405321489108,8.063049805831936,33.37819988109035,Cloudy
1,107.3902221423606,95.4617371504054,29.23132567101735,6.581294714872124,49.58045086112757,Clear
3,80.4166626212059,15.58603675870771,28.285281399408188,3.3411926964843817,30.252164030768704,Rain
2,61.4898183573913,18.923760254524822,28.72712937894777,3.761962719617392,22.868954727809726,Snow
1,91.69265538775015,80.80147490627834,29.130278029978452,1.5588816318704835,14.66350608093273,Fog
1,101.01127730383625,26.083108002500875,29.621929743857052,8.352555942087402,4.606170741438397,Clear
1,43.96433004321736,79.92271062915269,28.691700646717244,5.09006651643742,11.412314949494379,Clear
3,46.51517109045696,27.153348290850253,28.682687983536056,5.570190766436606,27.681038978243688,Fog
2,34.04713099125701,3.3187630225001485,30.333489937420612,8.834919151977477,37.68928493247911,Rain
1,115.33885960258448,51.7014723886716,30.887924988840645,0.15830616453093915,43.89654451148248,Clear
4,77.60327560064906,19.668643412686137,28.970838903254368,0.6692306252329205,39.685612518633526,Haze
1,-8.348770730869878,75.78462929324711,30.06397605590704,1.61578981859815,6.273260068620884,Fog
1,100.81434726382258,64.11996332321482,28.77424138407376,0.3003781308814557,38.67299425065234,Rain
3,47.278391717077525,92.36026679779178,30.783856764896896,6.5815615662439955,29.08022730729028,Fog
3,-10.374453100851754,78.29883572657359,30.018707080496196,6.338794681883208,23.455377875241183,Clear
2,56.960415722863544,18.077595484072685,30.40803056391271,2.108019029289856,28.638205923604033,Haze
4,38.40299905659829,80.01582366647963,28.148062129597495,1.4940644488669474,0.40376643862437556,Haze
3,102.88491668076747,64.17370448140232,29.795517904721873,1.4568470138660672,3.3865121485513408,Snow
1,8.559244505314233,66.8951641760625,29.582836994075148,9.532414133186423,26.292463953649058,Snow
2,95.70504532890561,83.22628859701487,28.878990720734595,6.935045286247416,8.68096247407788,Fog
1,58.07641676596339,57.38240691889403,28.787289955171953,5.854288284650792,27.277047606671662,Snow
1,-12.354557550114333,46.60035143530129,29.74007440695091,3.224868718050943,17.71067859374076,Rain
3,116.05834218556785,63.6641035358728,30.119456905021675,4.330431979087896,45.370601033737636,Rain
2,51.766134174447984,29.795742895835907,28.099518271105566,0.8940588119920767,47.484171365222686,Clear
4,20.722759592421546,18.25971310870993,29.702204745771112,9.981518880550015,48.98920565342598,Rain
4,45.71695787849613,61.65878380712464,28.511378586839886,7.550854635716347,44.94689979414093,Rain
3,100.10008969244846,23.38483690854777,28.4210881941583,6.214531568282279,49.294542559616644,Clear
3,22.68643741390889,7.991510934660672,29.869358464284055,5.877671952278822,35.30735628696809,Fog
2,6.974695508138044,0.0554184585253914,28.932610351652418,5.0431437203317255,48.027113995052574,Rain
4,-1.930025429676597,60.831940140006715,29.32264069940459,2.5742742767469586,32.08962327284136,Rain
4,21.700315774629573,36.21487834802368,29.07999642831932,2.263904034597337,40.460710344286014,Clear
4,89.20673218560609,75.2310970673456,29.94500896045757,5.495324571892244,6.595499636185514,Rain
1,46.02769112733664,37.51763983131025,29.410359298199406,0.7020081455795169,34.1299793801279,Fog
4,11.847424517095597,48.600344823822674,30.890375986113842,0.7447079886853569,46.55516546676298,Rain
1,3.265899945364886,40.70849728153849,29.057148277319396,5.608136031603501,27.002412076638134,Rain
2,26.58212671145307,65.05747911093461,30.220853020788507,9.198120482102393,9.340985676515462,Fog
1,111.58941220399925,35.61391620149682,28.771877702749133,9.142718511298545,26.344428036250072,Clear
2,28.023739762603412,96.3767649942309,29.52625927787844,0.10828300660792323,35.34704970297442,Clear
4,118.33737063364896,93.61469865985302,29.65770925570587,1.0739421564744978,38.4894249548699,Clear
4,47.932263807149866,84.80279026572813,28.987327843188197,5.8307769375869505,26.185100496599194,Rain
2,5.082948560621123,92.03002705727481,29.41534158673789,8.484757218061642,10.868401210932504,Fog
3,104.75961285109132,44.9139688459391,28.837835913695475,9.544490866568287,46.334439428937365,Rain
2,44.44975223887576,53.64303967894921,28.018002345021944,8.605822260457792,38.680870822667856,Clear
3,79.35398809063342,74.20925925582445,28.646944904913635,6.776131352964558,13.5344200308802,Clear
1,117.71962164928124,69.6145924938541,30.100192517479602,2.0052507758923577,40.59064586981872,Clear
1,-12.975450955203641,89.06785956054708,30.31288907345613,0.7262147397896235,17.393132475902956,Clear
1,-6.462761629740601,71.63310272566953,28.84060860141676,0.47515782685644714,15.621567233419038,Rain
4,80.86394380478586,99.78847082284605,29.224128996454215,6.120767846254114,43.153831367357206,Clear
1,19.45550046136608,34.8505799831591,28.112096980415835,0.3618860401535773,43.66176034085606,Snow
3,5.802195573013869,83.2997742239418,28.711188703293043,7.3923995646555065,19.924070140948956,Haze
1,-14.48933682523787,69.76348228326643,30.337657850116898,7.1247073735096915,0.44614025407822555,Clear
2,-16.941460321931746,69.13864452150186,29.817958810795172,0.7961082477667891,9.328281069999594,Cloudy
2,88.42798443677071,32.583559484499894,28.617311565863115,9.066223650367945,45.46481641122793,Snow
